latitude,longitude
49.8586199,23.9865931
49.85151519999999,24.0246749
50.0046529,36.2452546
49.9325943,36.439329
50.4167843,30.5477318
46.4726626,30.7243315
49.8555429,23.9807475
46.47158990000001,30.7317357
48.97447,27.7851146
50.4382411,30.5540056
